"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Cape Verde","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","37.4",""
"Cape Verde","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Cape Verde","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","37.6",""
"Cape Verde","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","37.7",""
"Cape Verde","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Cape Verde","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","37.9",""
"Cape Verde","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","38.1","1"
"Cape Verde","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Cape Verde","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","38.0",""
"Cape Verde","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","37.7",""
"Cape Verde","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Cape Verde","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","37.6",""
"Central African Republic","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","46.1",""
"Central African Republic","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.1",""
"Central African Republic","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Central African Republic","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Central African Republic","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Central African Republic","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Central African Republic","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Central African Republic","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Central African Republic","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Central African Republic","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","46.5",""
"Central African Republic","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Central African Republic","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Central African Republic","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Central African Republic","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Central African Republic","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Central African Republic","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Central African Republic","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Central African Republic","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Central African Republic","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","46.9","1"
"Central African Republic","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Central African Republic","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Central African Republic","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Chad","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Chad","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Chad","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Chad","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Chad","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Chad","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Chad","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Chad","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Chad","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","46.1",""
"Chad","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Chad","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Chad","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Chad","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Chad","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","45.6","1"
"Chad","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Chad","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Chad","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Chad","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Chad","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Chad","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Chad","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","45.5",""
"Chad","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Chile","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Chile","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","35.1",""
"Chile","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","34.7",""
"Chile","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","34.4","1"
"Chile","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","33.5","1"
"Chile","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","33.3","1"
"Chile","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","33.4","1"
"Chile","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","33.5","1"
"Chile","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","33.3","1"
"Chile","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","32.9","1"
"Chile","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","32.3","1"
"Chile","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","31.9","1"
"Chile","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","32.3","1"
"Chile","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","32.3","1"
"Chile","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","31.5","1"
"Chile","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","30.4","1"
"Chile","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","30.5","1"
"Chile","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","30.3","1"
"Chile","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","30.2","1"
"Chile","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","29.8",""
"Chile","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","29.5","1"
"Chile","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","29.4","1"
"China","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.3",""
"China","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.4",""
"China","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.4",""
"China","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.5",""
"China","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.5",""
"China","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.6",""
"China","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","44.6",""
"China","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","44.7",""
"China","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","44.7",""
"China","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","44.7",""
"China","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","44.7",""
"China","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","44.8",""
"China","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","44.8",""
"China","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","44.8",""
"China","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","44.8",""
"China","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","44.8",""
"China","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","44.8","1"
"China","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","44.7",""
"China","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","44.5",""
"China","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","44.4",""
"China","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","44.2",""
"China","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","44.0",""
"Colombia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","44.9",""
"Colombia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Colombia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Colombia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Colombia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Colombia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Colombia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","42.5",""
"Colombia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","42.1",""
"Colombia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Colombia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Colombia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","40.3",""
"Colombia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","39.8",""
"Colombia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Colombia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Colombia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","38.3",""
"Colombia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","37.9","1"
"Colombia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","37.0",""
"Colombia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","36.0",""
"Colombia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","35.1",""
"Colombia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Colombia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","33.1",""
"Colombia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","32.0","1"
"Comoros","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Comoros","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Comoros","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","40.3",""
"Comoros","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Comoros","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.2",""
"Comoros","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","40.4",""
"Comoros","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","40.4",""
"Comoros","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Comoros","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Comoros","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Comoros","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Comoros","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Comoros","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Comoros","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Comoros","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","42.3",""
"Comoros","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","42.6",""
"Comoros","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Comoros","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","42.6",""
"Comoros","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Comoros","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","43.1",""
"Comoros","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Comoros","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","42.9",""
"Congo","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.1",""
"Congo","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","40.2",""
"Congo","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","40.3",""
"Congo","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.5",""
"Congo","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Congo","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Congo","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","40.6",""
"Congo","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Congo","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Congo","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Congo","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Congo","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Congo","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Congo","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Congo","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","41.2",""
"Congo","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Congo","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Congo","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Congo","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.7",""
"Congo","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.7",""
"Congo","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.7",""
"Congo Dem. Rep.","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Congo Dem. Rep.","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Congo Dem. Rep.","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Congo Dem. Rep.","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Congo Dem. Rep.","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Congo Dem. Rep.","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Congo Dem. Rep.","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.4",""
"Congo Dem. Rep.","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Congo Dem. Rep.","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.7",""
"Costa Rica","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","35.8",""
"Costa Rica","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","35.1",""
"Costa Rica","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","34.5",""
"Costa Rica","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","33.5","1"
"Costa Rica","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","33.5",""
"Costa Rica","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","33.6","1"
"Costa Rica","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","30.9","1"
"Costa Rica","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","31.6","1"
"Costa Rica","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","31.6","1"
"Costa Rica","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","30.4","1"
"Costa Rica","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","29.0","1"
"Costa Rica","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","29.5","1"
"Costa Rica","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","29.2","1"
"Costa Rica","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","28.6","1"
"Costa Rica","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","28.3","1"
"Costa Rica","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","28.3","1"
"Costa Rica","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","27.6","1"
"Costa Rica","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","27.2","1"
"Costa Rica","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","27.0","1"
"Costa Rica","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","26.0","1"
"Costa Rica","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","25.3","1"
"Costa Rica","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","24.8","1"
"Côte d’Ivoire","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Côte d’Ivoire","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Côte d’Ivoire","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Côte d’Ivoire","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","29.0",""
"Côte d’Ivoire","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","29.1",""
"Côte d’Ivoire","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","29.1",""
"Côte d’Ivoire","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","29.2",""
"Côte d’Ivoire","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Côte d’Ivoire","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","29.6",""
"Côte d’Ivoire","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Côte d’Ivoire","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Côte d’Ivoire","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","30.0",""
"Côte d’Ivoire","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Côte d’Ivoire","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","30.0",""
"Côte d’Ivoire","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Côte d’Ivoire","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","30.0",""
"Côte d’Ivoire","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","30.0",""
"Côte d’Ivoire","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Côte d’Ivoire","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","29.8","1"
"Côte d’Ivoire","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Côte d’Ivoire","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","29.6",""
"Côte d’Ivoire","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","29.6",""
"Croatia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Croatia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","45.0",""
"Croatia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.8",""
"Croatia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Croatia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Croatia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.4","1"
"Croatia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","44.2",""
"Croatia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Croatia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","43.9",""
"Croatia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Croatia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","43.6",""
"Croatia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Croatia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","43.2",""
"Croatia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Croatia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Croatia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","42.5","1"
"Croatia","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","42.1","1"
"Croatia","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","41.8",""
"Croatia","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","41.6",""
"Croatia","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","41.5",""
"Croatia","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","41.3",""
"Croatia","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Cuba","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","37.6",""
"Cuba","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Cuba","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","37.3",""
"Cuba","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","36.6",""
"Cuba","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","36.7",""
"Cuba","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","36.7",""
"Cuba","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","36.9",""
"Cuba","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","36.6",""
"Cuba","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","36.3",""
"Cuba","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","35.9",""
"Cuba","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","35.7",""
"Cuba","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Cuba","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","35.2",""
"Cuba","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","35.0",""
"Cuba","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","34.9",""
"Cuba","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Cuba","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","34.6",""
"Cuba","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Cuba","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","33.8",""
"Cuba","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Cuba","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","32.7",""
"Cuba","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","32.2",""
"Cyprus","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","45.6",""
"Cyprus","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Cyprus","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Cyprus","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.0","1"
"Cyprus","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","43.3","1"
"Cyprus","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","42.5","1"
"Cyprus","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","41.4","1"
"Cyprus","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","40.7",""
"Cyprus","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","40.1",""
"Cyprus","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","39.4",""
"Cyprus","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","38.7",""
"Cyprus","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","38.3","1"
"Cyprus","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","38.5","1"
"Cyprus","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","38.4","1"
"Cyprus","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","38.5","1"
"Cyprus","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","38.0","1"
"Cyprus","Female 15+ yr","1990","ILO_KILM Database 5ed_2007","Percent","37.7","1"
"Cyprus","Female 15+ yr","1989","ILO_KILM Database 5ed_2007","Percent","37.5","1"
"Cyprus","Female 15+ yr","1988","ILO_KILM Database 5ed_2007","Percent","37.0","1"
"Cyprus","Female 15+ yr","1987","ILO_KILM Database 5ed_2007","Percent","36.9","1"
"Cyprus","Female 15+ yr","1986","ILO_KILM Database 5ed_2007","Percent","36.6","1"
"Cyprus","Female 15+ yr","1985","ILO_KILM Database 5ed_2007","Percent","36.4","1"
"Czech Republic","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","45.3",""
"Czech Republic","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","45.0",""
"Czech Republic","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","44.8",""
"Czech Republic","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","44.2","1"
